printable_id,route,prose_summary,missing_verified_fields,unapproved_candidates,review_reason
chibi__chibi-chimera__aef6b6abb8,/printables/chibi/chibi-chimera-aef6b6abb8,present,primary_subject|seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-chimera-skull__905900a7dd,/printables/chibi/chibi-chimera-skull-905900a7dd,present,primary_subject|seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-cockatrice-dragon__60d807d856,/printables/chibi/chibi-cockatrice-dragon-60d807d856,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dark-wizard__74938cda04,/printables/chibi/chibi-dark-wizard-74938cda04,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-decaying-dragon__b4bbf97bf0,/printables/chibi/chibi-decaying-dragon-b4bbf97bf0,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dino-chimera__cb8ef931c5,/printables/animals/chibi-dino-chimera-cb8ef931c5,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dino-moose__f5e7c0e714,/printables/animals/chibi-dino-moose-f5e7c0e714,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-diplodocus__86deebc2b4,/printables/animals/chibi-diplodocus-86deebc2b4,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dire-wolf__6717fb3d25,/printables/chibi/chibi-dire-wolf-6717fb3d25,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dodo-birds__8aec652364,/printables/animals/chibi-dodo-birds-8aec652364,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-donkey__f9eaade28e,/printables/chibi/chibi-donkey-f9eaade28e,present,primary_subject|seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dragon__5c5b02a5f9,/printables/chibi/chibi-dragon-5c5b02a5f9,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dragon-rider-knight__9863da6096,/printables/chibi/chibi-dragon-rider-knight-9863da6096,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dragonnet__fe740e2930,/printables/chibi/chibi-dragonnet-fe740e2930,present,primary_subject|seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dragonnet-dragon__262b06a421,/printables/chibi/chibi-dragonnet-dragon-262b06a421,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-drake-dragon__21b97e85fc,/printables/chibi/chibi-drake-dragon-21b97e85fc,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-adventure-bridge-over-lava__906729f5e5,/printables/bridges/chibi-dungeon-adventure-bridge-over-lava-906729f5e5,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-adventurer__767fe037cf,/printables/chibi/chibi-dungeon-adventurer-767fe037cf,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-adventurer-crystal-cavern__d4303d4069,/printables/chibi/chibi-dungeon-adventurer-crystal-cavern-d4303d4069,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-adventurer-party__fe4db74674,/printables/chibi/chibi-dungeon-adventurer-party-fe4db74674,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-ancient-altar__74b69399ca,/printables/chibi/chibi-dungeon-ancient-altar-74b69399ca,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-ancient-dungeon-map__71572891ce,/printables/chibi/chibi-dungeon-ancient-dungeon-map-71572891ce,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-ancient-runestone__abe0a4f607,/printables/chibi/chibi-dungeon-ancient-runestone-abe0a4f607,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-ancient-treasure-map__b52be3eb75,/printables/chibi/chibi-dungeon-ancient-treasure-map-b52be3eb75,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-arrow-trap-wall__4590917de8,/printables/chibi/chibi-dungeon-arrow-trap-wall-4590917de8,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-baby-dragon-in-nest__cde9ddcc12,/printables/chibi/chibi-dungeon-baby-dragon-in-nest-cde9ddcc12,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-brick-walls-and-chains__51ee449351,/printables/chibi/chibi-dungeon-brick-walls-and-chains-51ee449351,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-castle-gate-defender__d3cd88319b,/printables/buildings/chibi-dungeon-castle-gate-defender-d3cd88319b,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-castle-gate-guardian__d54b7a9b36,/printables/buildings/chibi-dungeon-castle-gate-guardian-d54b7a9b36,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-cave__3487239306,/printables/chibi/chibi-dungeon-cave-3487239306,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-cave-spider-nest__2816b4fbee,/printables/animals/chibi-dungeon-cave-spider-nest-2816b4fbee,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-chained-dragon-rescue__22a0538d15,/printables/chibi/chibi-dungeon-chained-dragon-rescue-22a0538d15,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-chained-monster__049b6dd5ac,/printables/chibi/chibi-dungeon-chained-monster-049b6dd5ac,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-crystal-cave-dragon__48aa259e32,/printables/chibi/chibi-dungeon-crystal-cave-dragon-48aa259e32,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-crystal-cave-warrior__7f88258473,/printables/chibi/chibi-dungeon-crystal-cave-warrior-7f88258473,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-crystal-dragon__ea7f2cb1f5,/printables/chibi/chibi-dungeon-crystal-dragon-ea7f2cb1f5,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-cursed-mask__b5bfc91bc1,/printables/chibi/chibi-dungeon-cursed-mask-b5bfc91bc1,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-dragon-eggs__caf2e39059,/printables/chibi/chibi-dungeon-dragon-eggs-caf2e39059,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-dragon-guarding-treasure__ead3add052,/printables/chibi/chibi-dungeon-dragon-guarding-treasure-ead3add052,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-dragon-vs-knight__74edf06dac,/printables/chibi/chibi-dungeon-dragon-vs-knight-74edf06dac,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-dungeon-key__56b3ec8777,/printables/chibi/chibi-dungeon-key-56b3ec8777,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-dwarf-warrior-with-axe__1f0a4e3c62,/printables/chibi/chibi-dungeon-dwarf-warrior-with-axe-1f0a4e3c62,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-earth-golem__c53d120fd0,/printables/chibi/chibi-dungeon-earth-golem-c53d120fd0,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-enchanted-book__afb6f2ea49,/printables/chibi/chibi-dungeon-enchanted-book-afb6f2ea49,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-engraved-rune-circle__7a231d0ebe,/printables/chibi/chibi-dungeon-engraved-rune-circle-7a231d0ebe,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-fantasy-archer__fc5ed913af,/printables/chibi/chibi-dungeon-fantasy-archer-fc5ed913af,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-fire-breathing-dragon__b3abd6d8be,/printables/chibi/chibi-dungeon-fire-breathing-dragon-b3abd6d8be,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-floating-magic-crystals__9806fcc6f6,/printables/chibi/chibi-dungeon-floating-magic-crystals-9806fcc6f6,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-giant-bat-swarm__27cc1a9612,/printables/bats/chibi-dungeon-giant-bat-swarm-27cc1a9612,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-goblin-archer__c6f5735412,/printables/chibi/chibi-dungeon-goblin-archer-c6f5735412,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-goblin-warrior__fecbeef086,/printables/chibi/chibi-dungeon-goblin-warrior-fecbeef086,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-golden-coins-and-gems__12c72934fa,/printables/chibi/chibi-dungeon-golden-coins-and-gems-12c72934fa,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-golden-treasure-idol__d5e14eb5b2,/printables/chibi/chibi-dungeon-golden-treasure-idol-d5e14eb5b2,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-haunted-armor__bbaa50fccb,/printables/chibi/chibi-dungeon-haunted-armor-bbaa50fccb,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-haunted-magic-sword__8d7144eff4,/printables/chibi/chibi-dungeon-haunted-magic-sword-8d7144eff4,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-haunted-throne-room__a6b9928656,/printables/chibi/chibi-dungeon-haunted-throne-room-a6b9928656,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-healer-casting-light__e59fab0304,/printables/chibi/chibi-dungeon-healer-casting-light-e59fab0304,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-hidden-treasure-behind-wall__a29b16128d,/printables/chibi/chibi-dungeon-hidden-treasure-behind-wall-a29b16128d,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-hidden-treasure-room__3040a8b81c,/printables/chibi/chibi-dungeon-hidden-treasure-room-3040a8b81c,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-hydra-dragon__c70b5d0072,/printables/chibi/chibi-dungeon-hydra-dragon-c70b5d0072,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-ice-dragon__613c45e00a,/printables/chibi/chibi-dungeon-ice-dragon-613c45e00a,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-iron-portcullis__f65422da05,/printables/chibi/chibi-dungeon-iron-portcullis-f65422da05,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-knight-in-armor__3ea355cd76,/printables/chibi/chibi-dungeon-knight-in-armor-3ea355cd76,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-laboratory__874c7d2c56,/printables/chibi/chibi-dungeon-laboratory-874c7d2c56,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-lava-river__a0d17904e8,/printables/chibi/chibi-dungeon-lava-river-a0d17904e8,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-legendary-dragon-slayer__bae02ab1b8,/printables/chibi/chibi-dungeon-legendary-dragon-slayer-bae02ab1b8,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-legendary-dragon-warrior__ae638798a9,/printables/chibi/chibi-dungeon-legendary-dragon-warrior-ae638798a9,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-lord-of-light__6214968add,/printables/chibi/chibi-dungeon-lord-of-light-6214968add,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-mage-casting-fireball__4cdeeb4a23,/printables/chibi/chibi-dungeon-mage-casting-fireball-4cdeeb4a23,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-dungeon-magic-crystal-orb__54682316ed,/printables/chibi/chibi-dungeon-magic-crystal-orb-54682316ed,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
